-3.000000000000000000e+00, -3.000000000000000000e+00, 2.000000000000000000e+00, 5.468180478352714999e+03
-2.877551020408163129e+00, -2.877551020408163129e+00, 2.061224489795918213e+00, 4.644374272352940352e+03
-2.755102040816326703e+00, -2.755102040816326703e+00, 2.122448979591836871e+00, 3.678781058624942489e+03
-2.632653061224489832e+00, -2.632653061224489832e+00, 2.183673469387755084e+00, 2.787497917654257435e+03
-2.510204081632652962e+00, -2.510204081632652962e+00, 2.244897959183673297e+00, 2.052464164750648251e+03
-2.387755102040816091e+00, -2.387755102040816091e+00, 2.306122448979591955e+00, 1.481008283803517088e+03
-2.265306122448979664e+00, -2.265306122448979664e+00, 2.367346938775510168e+00, 1.049299341953143539e+03
-2.142857142857142794e+00, -2.142857142857142794e+00, 2.428571428571428381e+00, 7.263473763025123162e+02
-2.020408163265305923e+00, -2.020408163265305923e+00, 2.489795918367347038e+00, 4.843348060272509201e+02
-1.897959183673469497e+00, -1.897959183673469497e+00, 2.551020408163265252e+00, 3.014654036785901212e+02
-1.775510204081632626e+00, -1.775510204081632626e+00, 2.612244897959183909e+00, 1.616841948956007968e+02
-1.653061224489795977e+00, -1.653061224489795977e+00, 2.673469387755102122e+00, 5.349427567903722291e+01
-1.530612244897959329e+00, -1.530612244897959329e+00, 2.734693877551020336e+00, -3.124675330186393651e+01
-1.408163265306122458e+00, -1.408163265306122458e+00, 2.795918367346938993e+00, -9.829581273606669356e+01
-1.285714285714285809e+00, -1.285714285714285809e+00, 2.857142857142857206e+00, -1.517392703807857401e+02
-1.163265306122448939e+00, -1.163265306122448939e+00, 2.918367346938775420e+00, -1.945010713623210847e+02
-1.040816326530612290e+00, -1.040816326530612290e+00, 2.979591836734694077e+00, -2.286981963964702231e+02
-9.183673469387754196e-01, -9.183673469387754196e-01, 3.040816326530612290e+00, -2.558877289530574899e+02
-7.959183673469389930e-01, -7.959183673469389930e-01, 3.102040816326530503e+00, -2.772381112201696851e+02
-6.734693877551021224e-01, -6.734693877551021224e-01, 3.163265306122449161e+00, -2.936476048671656827e+02
-5.510204081632652517e-01, -5.510204081632652517e-01, 3.224489795918367374e+00, -3.058259904759541428e+02
-4.285714285714288252e-01, -4.285714285714288252e-01, 3.285714285714285587e+00, -3.143506529314665841e+02
-3.061224489795919546e-01, -3.061224489795919546e-01, 3.346938775510204245e+00, -3.197048264628376728e+02
-1.836734693877550839e-01, -1.836734693877550839e-01, 3.408163265306122458e+00, -3.223034450100826120e+02
-6.122448979591865736e-02, -6.122448979591865736e-02, 3.469387755102040671e+00, -3.225104279671226095e+02
6.122448979591821328e-02, 6.122448979591821328e-02, 3.530612244897959329e+00, -3.206501010491679153e+02
1.836734693877550839e-01, 1.836734693877550839e-01, 3.591836734693877542e+00, -3.170146546709805193e+02
3.061224489795919546e-01, 3.061224489795919546e-01, 3.653061224489795755e+00, -3.118689756677187574e+02
4.285714285714283811e-01, 4.285714285714283811e-01, 3.714285714285714413e+00, -3.054537835277996578e+02
5.510204081632652517e-01, 5.510204081632652517e-01, 3.775510204081632626e+00, -2.979877125298552301e+02
6.734693877551021224e-01, 6.734693877551021224e-01, 3.836734693877550839e+00, -2.896687737794289319e+02
7.959183673469385489e-01, 7.959183673469385489e-01, 3.897959183673469497e+00, -2.806754833209546405e+02
9.183673469387754196e-01, 9.183673469387754196e-01, 3.959183673469387710e+00, -2.711678380250335181e+02
1.040816326530611846e+00, 1.040816326530611846e+00, 4.020408163265305923e+00, -2.612882481234509555e+02
1.163265306122449161e+00, 1.163265306122449161e+00, 4.081632653061224580e+00, -2.511624856038850453e+02
1.285714285714285587e+00, 1.285714285714285587e+00, 4.142857142857142350e+00, -2.409006751024520270e+02
1.408163265306122014e+00, 1.408163265306122014e+00, 4.204081632653061007e+00, -2.305983343974397144e+02
1.530612244897959329e+00, 1.530612244897959329e+00, 4.265306122448979664e+00, -2.203374632913703692e+02
1.653061224489795755e+00, 1.653061224489795755e+00, 4.326530612244898322e+00, -2.101876841957479201e+02
1.775510204081632182e+00, 1.775510204081632182e+00, 4.387755102040816091e+00, -2.002074634417869561e+02
1.897959183673469497e+00, 1.897959183673469497e+00, 4.448979591836734748e+00, -1.904455114789857362e+02
2.020408163265305923e+00, 2.020408163265305923e+00, 4.510204081632652517e+00, -1.809426221048891534e+02
2.142857142857142350e+00, 2.142857142857142350e+00, 4.571428571428571175e+00, -1.717345592434294588e+02
2.265306122448979664e+00, 2.265306122448979664e+00, 4.632653061224489832e+00, -1.628572680430718833e+02
2.387755102040816091e+00, 2.387755102040816091e+00, 4.693877551020408490e+00, -1.543567302176782903e+02
2.510204081632652517e+00, 2.510204081632652517e+00, 4.755102040816326259e+00, -1.463067444638760719e+02
2.632653061224489832e+00, 2.632653061224489832e+00, 4.816326530612244916e+00, -1.388370760333512521e+02
2.755102040816326259e+00, 2.755102040816326259e+00, 4.877551020408162685e+00, -1.321697551815267389e+02
2.877551020408162685e+00, 2.877551020408162685e+00, 4.938775510204081343e+00, -1.266592940363628372e+02
3.000000000000000000e+00, 3.000000000000000000e+00, 5.000000000000000000e+00, -1.228364669492243166e+02
