-3.000000000000000000e+00, -3.000000000000000000e+00, 2.000000000000000000e+00, 1.489077363182127812e+14
-2.877551020408163129e+00, -2.877551020408163129e+00, 2.061224489795918213e+00, 1.299813573188773125e+14
-2.755102040816326703e+00, -2.755102040816326703e+00, 2.122448979591836871e+00, 1.160283968606008281e+14
-2.632653061224489832e+00, -2.632653061224489832e+00, 2.183673469387755084e+00, 1.053957681454648594e+14
-2.510204081632652962e+00, -2.510204081632652962e+00, 2.244897959183673297e+00, 9.692918656689681250e+13
-2.387755102040816091e+00, -2.387755102040816091e+00, 2.306122448979591955e+00, 8.986574588281959375e+13
-2.265306122448979664e+00, -2.265306122448979664e+00, 2.367346938775510168e+00, 8.370580880803279688e+13
-2.142857142857142794e+00, -2.142857142857142794e+00, 2.428571428571428381e+00, 7.812341193901259375e+13
-2.020408163265305923e+00, -2.020408163265305923e+00, 2.489795918367347038e+00, 7.290874163350240625e+13
-1.897959183673469497e+00, -1.897959183673469497e+00, 2.551020408163265252e+00, 6.793123529473883594e+13
-1.775510204081632626e+00, -1.775510204081632626e+00, 2.612244897959183909e+00, 6.311521068032192969e+13
-1.653061224489795977e+00, -1.653061224489795977e+00, 2.673469387755102122e+00, 5.842310044464960156e+13
-1.530612244897959329e+00, -1.530612244897959329e+00, 2.734693877551020336e+00, 5.384343768826605469e+13
-1.408163265306122458e+00, -1.408163265306122458e+00, 2.795918367346938993e+00, 4.938196111437073438e+13
-1.285714285714285809e+00, -1.285714285714285809e+00, 2.857142857142857206e+00, 4.505490289512055469e+13
-1.163265306122448939e+00, -1.163265306122448939e+00, 2.918367346938775420e+00, 4.088390650517125781e+13
-1.040816326530612290e+00, -1.040816326530612290e+00, 2.979591836734694077e+00, 3.689222871928185156e+13
-9.183673469387754196e-01, -9.183673469387754196e-01, 3.040816326530612290e+00, 3.310198828879335938e+13
-7.959183673469389930e-01, -7.959183673469389930e-01, 3.102040816326530503e+00, 2.953227927492273047e+13
-6.734693877551021224e-01, -6.734693877551021224e-01, 3.163265306122449161e+00, 2.619799586596526953e+13
-5.510204081632652517e-01, -5.510204081632652517e-01, 3.224489795918367374e+00, 2.310923235243593750e+13
-4.285714285714288252e-01, -4.285714285714288252e-01, 3.285714285714285587e+00, 2.027113448548048828e+13
-3.061224489795919546e-01, -3.061224489795919546e-01, 3.346938775510204245e+00, 1.768409036852371875e+13
-1.836734693877550839e-01, -1.836734693877550839e-01, 3.408163265306122458e+00, 1.534416171713163477e+13
-6.122448979591865736e-02, -6.122448979591865736e-02, 3.469387755102040671e+00, 1.324366994070399219e+13
6.122448979591821328e-02, 6.122448979591821328e-02, 3.530612244897959329e+00, 1.137186565368492969e+13
1.836734693877550839e-01, 1.836734693877550839e-01, 3.591836734693877542e+00, 9.715624313896947266e+12
3.061224489795919546e-01, 3.061224489795919546e-01, 3.653061224489795755e+00, 8.260124115312562500e+12
4.285714285714283811e-01, 4.285714285714283811e-01, 3.714285714285714413e+00, 6.989474541479788086e+12
5.510204081632652517e-01, 5.510204081632652517e-01, 3.775510204081632626e+00, 5.887274768655192383e+12
6.734693877551021224e-01, 6.734693877551021224e-01, 3.836734693877550839e+00, 4.937090200120453125e+12
7.959183673469385489e-01, 7.959183673469385489e-01, 3.897959183673469497e+00, 4.122842756223213379e+12
9.183673469387754196e-01, 9.183673469387754196e-01, 3.959183673469387710e+00, 3.429116190576938965e+12
1.040816326530611846e+00, 1.040816326530611846e+00, 4.020408163265305923e+00, 2.841381786159528809e+12
1.163265306122449161e+00, 1.163265306122449161e+00, 4.081632653061224580e+00, 2.346152495269292480e+12
1.285714285714285587e+00, 1.285714285714285587e+00, 4.142857142857142350e+00, 1.931075143410110840e+12
1.408163265306122014e+00, 1.408163265306122014e+00, 4.204081632653061007e+00, 1.584970946928641357e+12
1.530612244897959329e+00, 1.530612244897959329e+00, 4.265306122448979664e+00, 1.297834517933050049e+12
1.653061224489795755e+00, 1.653061224489795755e+00, 4.326530612244898322e+00, 1.060800949435569458e+12
1.775510204081632182e+00, 1.775510204081632182e+00, 4.387755102040816091e+00, 8.660896652590140381e+11
1.897959183673469497e+00, 1.897959183673469497e+00, 4.448979591836734748e+00, 7.069326315708167725e+11
2.020408163265305923e+00, 2.020408163265305923e+00, 4.510204081632652517e+00, 5.774933807677200928e+11
2.142857142857142350e+00, 2.142857142857142350e+00, 4.571428571428571175e+00, 4.727821886062348022e+11
2.265306122448979664e+00, 2.265306122448979664e+00, 4.632653061224489832e+00, 3.885717402011697998e+11
2.387755102040816091e+00, 2.387755102040816091e+00, 4.693877551020408490e+00, 3.213167479984725952e+11
2.510204081632652517e+00, 2.510204081632652517e+00, 4.755102040816326259e+00, 2.680801713439430542e+11
2.632653061224489832e+00, 2.632653061224489832e+00, 4.816326530612244916e+00, 2.264675183645498962e+11
2.755102040816326259e+00, 2.755102040816326259e+00, 4.877551020408162685e+00, 1.945675119671346741e+11
2.877551020408162685e+00, 2.877551020408162685e+00, 4.938775510204081343e+00, 1.708852831784129028e+11
3.000000000000000000e+00, 3.000000000000000000e+00, 5.000000000000000000e+00, 1.542023199048244629e+11
